co_ibge6,municipio,uf,uf_nome,regiao,populacao_2022,ubs,ubs_com_coord,ubs_por_10k_hab,habitantes_por_ubs,gap_ubs_para_media_nacional,cadastro_populacao_base,pessoas_vinculadas_aps,pct_populacao_vinculada_aps,qtd_indicadores_previne,media_indicadores_previne,indicadores_abaixo_50,indicadores_abaixo_30,previne_citopatologico,previne_diabetes_hemoglobina_glicada,previne_gestantes_atendimento_odontologico,previne_gestantes_sifilis_hiv,previne_pre_natal_6_consultas,previne_vacinacao_criancas_1_ano,sinais_de_oportunidade,score_heuristico_oportunidade
330185,Guapimirim - RJ,RJ,Rio de Janeiro,SUDESTE,51696,0,0,0.0,0.0,12.176821717169497,54300,18395.0,33.87661141804788,6,33.833333333333336,6,3,25.0,34.0,26.0,44.0,26.0,48.0,municipio_5k_mais_sem_ubs_no_arquivo;ubs_por_10k_abaixo_de_50pct_media_nacional;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,21
431730,Santa Vitória do Palmar - RS,RS,Rio Grande do Sul,SUL,30983,0,0,0.0,0.0,7.297943114806999,31961,13429.0,42.01683301523732,6,33.666666666666664,5,2,19.0,11.0,32.0,47.0,36.0,57.0,municipio_5k_mais_sem_ubs_no_arquivo;ubs_por_10k_abaixo_de_50pct_media_nacional;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50,19
310620,Belo Horizonte - MG,MG,Minas Gerais,SUDESTE,2315560,170,170,0.7341636580352053,13620.941176470587,375.42249488178976,2416339,831952.0,34.43026826947709,6,19.833333333333332,6,5,19.0,7.0,23.0,20.0,10.0,40.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,18
352210,Itanhaém - SP,SP,São Paulo,SUDESTE,112476,11,11,0.9779864148796187,10225.09090909091,15.493349571733916,117435,51925.0,44.21594924852046,6,22.166666666666668,5,5,18.0,2.0,17.0,22.0,9.0,65.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,18
150070,Anajás - PA,PA,Pará,NORTE,28011,1,1,0.3570026061190247,28011.0,5.597898350348863,30003,14416.0,48.04852848048529,6,24.833333333333332,5,4,3.0,1.0,4.0,79.0,13.0,49.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,18
330510,São João de Meriti - RJ,RJ,Rio de Janeiro,SUDESTE,440962,22,22,0.4989092030605812,20043.727272727272,81.86713977960571,466536,119394.0,25.59159421780956,6,27.833333333333332,6,4,26.0,7.0,24.0,40.0,22.0,48.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,18
351870,Guarujá - SP,SP,São Paulo,SUDESTE,287634,24,23,0.8343937086714366,11984.75,43.751236803550206,294973,81465.0,27.617781966485065,6,29.666666666666668,5,4,18.0,6.0,24.0,31.0,23.0,76.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,18
150040,Alenquer - PA,PA,Pará,NORTE,69377,6,6,0.8648399325424853,11562.833333333334,10.341522753637966,74836,32584.0,43.54054198514084,6,29.833333333333332,5,4,18.0,8.0,8.0,70.0,28.0,47.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,18
150140,Belém - PA,PA,Pará,NORTE,1303403,98,95,0.7518779686712399,13300.030612244898,209.0122631658905,1398531,357310.0,25.54895100644891,6,30.0,4,4,12.0,6.0,29.0,58.0,23.0,52.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,18
160030,Macapá - AP,AP,Amapá,NORTE,442933,40,35,0.9030711191083075,11073.325,64.33140230677496,487200,172253.0,35.35570607553366,6,31.166666666666668,5,3,12.0,8.0,36.0,49.0,16.0,66.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,18
411820,Paranaguá - PR,PR,Paraná,SUL,145829,13,13,0.891455060378937,11217.615384615385,21.349538343258875,149819,52661.0,35.149747361816594,6,32.833333333333336,5,3,22.0,25.0,37.0,40.0,17.0,56.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,18
292740,Salvador - BA,BA,Bahia,NORDESTE,2417678,178,176,0.7362436188772864,13582.460674157302,391.47605183230655,2568928,734305.0,28.584102006751454,6,33.166666666666664,6,3,13.0,28.0,38.0,49.0,28.0,43.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,18
352310,Itaquaquecetuba - SP,SP,São Paulo,SUDESTE,369275,19,19,0.5145216979216032,19435.526315789473,67.98150417068567,382521,76346.0,19.958642793467547,6,33.333333333333336,5,4,12.0,9.0,27.0,41.0,23.0,88.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,18
354520,Salto - SP,SP,São Paulo,SUDESTE,134319,13,11,0.9678452043270126,10332.23076923077,18.638395934472488,140125,30869.0,22.02961641391615,6,33.5,5,4,12.0,3.0,28.0,37.0,29.0,92.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,18
520870,Goiânia - GO,GO,Goiás,CENTRO-OESTE,1437366,106,101,0.7374600484497338,13560.056603773584,232.56680447851,1494599,329429.0,22.041296695635417,6,33.666666666666664,4,3,19.0,12.0,25.0,51.0,34.0,61.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,18
351510,Embu-Guaçu - SP,SP,São Paulo,SUDESTE,66970,1,1,0.1493205913095416,66970.0,14.774561869367867,68805,23481.0,34.12688031393068,6,33.666666666666664,5,3,14.0,3.0,16.0,42.0,37.0,90.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,18
291920,Lauro de Freitas - BA,BA,Bahia,NORDESTE,203331,20,18,0.9836178447949402,10166.55,27.893944146042084,217960,63043.0,28.924114516425032,6,33.833333333333336,4,3,13.0,8.0,36.0,56.0,28.0,62.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,18
320530,Vitória - ES,ES,Espírito Santo,SUDESTE,322869,32,30,0.991114043156822,10089.65625,44.05072444678116,342800,123247.0,35.95303383897316,6,34.0,5,3,26.0,22.0,35.0,38.0,27.0,56.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,18
431560,Rio Grande - RS,RS,Rio Grande do Sul,SUL,191900,18,18,0.9379885356956749,10661.111111111111,27.20140992581296,198958,62800.0,31.56445078860865,6,35.0,4,3,19.0,13.0,30.0,60.0,27.0,61.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,18
330452,Rio das Ostras - RJ,RJ,Rio de Janeiro,SUDESTE,156491,14,14,0.8946201378993042,11177.92857142857,22.860937158417904,168099,38645.0,22.989428848476194,6,35.333333333333336,4,3,23.0,4.0,27.0,65.0,34.0,59.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,18
352250,Itapevi - SP,SP,São Paulo,SUDESTE,232297,16,16,0.6887734236774473,14518.5625,38.71678958591232,241924,52350.0,21.63902713248789,6,35.833333333333336,5,3,15.0,15.0,29.0,73.0,36.0,47.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,18
352500,Jandira - SP,SP,São Paulo,SUDESTE,118045,10,10,0.8471345673260198,11804.5,17.805109091675824,121988,20260.0,16.608190969603566,6,36.0,5,3,14.0,22.0,32.0,80.0,20.0,48.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,18
431480,Portão - RS,RS,Rio Grande do Sul,SUL,34071,1,1,0.29350474010155264,34071.0,7.025311295374537,35237,8959.0,25.42497942503618,6,36.166666666666664,5,3,25.0,12.0,9.0,49.0,33.0,89.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,18
320520,Vila Velha - ES,ES,Espírito Santo,SUDESTE,467722,36,34,0.7696879770461942,12992.277777777777,74.1703692200161,502899,145935.0,29.01874929160726,6,36.833333333333336,5,3,22.0,17.0,36.0,47.0,29.0,70.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,18
330020,Araruama - RJ,RJ,Rio de Janeiro,SUDESTE,129671,0,0,0.0,0.0,30.54357491657161,137773,47605.0,34.55321434533617,6,40.333333333333336,4,3,25.0,21.0,18.0,72.0,31.0,75.0,municipio_5k_mais_sem_ubs_no_arquivo;ubs_por_10k_abaixo_de_50pct_media_nacional;vinculo_aps_abaixo_50pct;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,17
355170,Sertãozinho - SP,SP,São Paulo,SUDESTE,126887,14,10,1.1033439201809485,9063.357142857143,15.887812929945953,131600,12959.0,9.847264437689969,6,8.833333333333334,6,6,20.0,7.0,3.0,2.0,6.0,15.0,ubs_por_10k_abaixo_de_50pct_media_nacional;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,16
313670,Juiz de Fora - MG,MG,Minas Gerais,SUDESTE,540756,62,62,1.146542987964997,8721.870967741936,65.37328622117204,565764,124951.0,22.085357145382172,6,22.166666666666668,5,5,17.0,13.0,7.0,20.0,13.0,63.0,ubs_por_10k_abaixo_de_50pct_media_nacional;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,16
330170,Duque de Caxias - RJ,RJ,Rio de Janeiro,SUDESTE,808161,84,73,1.0393968528548148,9620.964285714286,106.35964902060933,866347,139182.0,16.065387194738367,6,23.5,6,3,15.0,11.0,30.0,30.0,18.0,37.0,ubs_por_10k_abaixo_de_50pct_media_nacional;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,16
320130,Cariacica - ES,ES,Espírito Santo,SUDESTE,353491,39,37,1.1032812716589673,9063.871794871795,44.263635206282174,375485,126188.0,33.60666870847038,6,31.0,5,5,18.0,13.0,19.0,27.0,19.0,90.0,ubs_por_10k_abaixo_de_50pct_media_nacional;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,16
354880,São Caetano do Sul - SP,SP,São Paulo,SUDESTE,165655,16,15,0.965862787117805,10353.4375,23.019487031060688,172109,44769.0,26.012004020707806,6,33.5,6,1,36.0,21.0,35.0,43.0,35.0,31.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50,16
354730,Santana de Parnaíba - SP,SP,São Paulo,SUDESTE,154105,14,13,0.9084714967067908,11007.5,22.29892275465037,162341,31965.0,19.690035172876847,6,34.0,6,2,44.0,6.0,43.0,49.0,20.0,42.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50,16
310670,Betim - MG,MG,Minas Gerais,SUDESTE,411846,43,42,1.0440795831451561,9577.813953488372,54.00896233614573,429236,148652.0,34.631764344090435,6,34.166666666666664,5,4,21.0,20.0,20.0,45.0,28.0,71.0,ubs_por_10k_abaixo_de_50pct_media_nacional;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,16
355030,São Paulo - SP,SP,São Paulo,SUDESTE,11451999,645,555,0.5632204473646916,17755.037209302325,2052.4804651849927,11895578,2659476.0,22.35684554378106,6,34.5,5,2,17.0,12.0,45.0,36.0,38.0,59.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50,16
353650,Paulínia - SP,SP,São Paulo,SUDESTE,110537,12,12,1.0856093434777494,9211.416666666666,14.03662453866382,115690,17625.0,15.234678883222404,6,34.666666666666664,5,3,6.0,30.0,22.0,21.0,34.0,95.0,ubs_por_10k_abaixo_de_50pct_media_nacional;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,16
355240,Sumaré - SP,SP,São Paulo,SUDESTE,279545,27,26,0.9658552290328927,10353.518518518518,38.8458996233006,289787,52489.0,18.112958828380847,6,35.666666666666664,4,2,20.0,6.0,35.0,51.0,32.0,70.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50,16
355280,Taboão da Serra - SP,SP,São Paulo,SUDESTE,273542,15,14,0.54836186033589,18236.133333333335,49.431912839639025,284274,62435.0,21.962965308118225,6,35.833333333333336,5,2,17.0,6.0,38.0,45.0,40.0,69.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50,16
354330,Ribeirão Pires - SP,SP,São Paulo,SUDESTE,115559,13,13,1.124966467345685,8889.153846153846,14.21954001884846,118877,28726.0,24.164472522018556,6,36.0,4,3,25.0,15.0,19.0,51.0,34.0,72.0,ubs_por_10k_abaixo_de_50pct_media_nacional;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,16
351380,Diadema - SP,SP,São Paulo,SUDESTE,393237,21,21,0.5340290969567971,18725.571428571428,71.62567397080204,404118,127301.0,31.500947742985957,6,36.166666666666664,5,2,22.0,14.0,37.0,44.0,34.0,66.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50,16
352590,Jundiaí - SP,SP,São Paulo,SUDESTE,443221,40,39,0.9024843136945226,11080.525,64.39923975366726,460313,97412.0,21.162122295047066,6,36.666666666666664,4,2,28.0,26.0,30.0,50.0,34.0,52.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50,16
354100,Praia Grande - SP,SP,São Paulo,SUDESTE,349935,32,32,0.9144555417434665,10935.46875,50.42603117451464,365577,128870.0,35.251123566307506,6,36.833333333333336,5,1,31.0,17.0,44.0,53.0,40.0,36.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50,16
280030,Aracaju - SE,SE,Sergipe,NORDESTE,602757,47,47,0.7797503803356909,12824.617021276596,94.97741658495697,628849,257601.0,40.9638879921889,6,37.833333333333336,4,2,21.0,26.0,40.0,54.0,33.0,53.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50,16
351907,Hortolândia - SP,SP,São Paulo,SUDESTE,236641,23,21,0.971936393101787,10288.739130434782,32.74000440987131,247331,50804.0,20.540894590649778,6,38.333333333333336,5,2,25.0,10.0,38.0,44.0,40.0,73.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50,16
351880,Guarulhos - SP,SP,São Paulo,SUDESTE,1291771,74,74,0.5728569537479941,17456.364864864863,230.27238406085112,1345364,361623.0,26.879194032247035,6,39.0,4,2,23.0,6.0,39.0,55.0,37.0,74.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50,16
350950,Campinas - SP,SP,São Paulo,SUDESTE,1139047,69,69,0.6057695599918177,16507.927536231884,199.298751285917,1185977,335352.0,28.2764336913785,6,39.0,5,2,18.0,8.0,36.0,44.0,36.0,92.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50,16
351630,Francisco Morato - SP,SP,São Paulo,SUDESTE,165139,14,14,0.8477706659238581,11795.642857142857,24.89794493871197,171107,64286.0,37.570642931031465,6,39.333333333333336,4,2,17.0,1.0,37.0,66.0,38.0,77.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50,16
230440,Fortaleza - CE,CE,Ceará,NORDESTE,2428708,140,139,0.5764381720651475,17347.914285714287,432.07413182960573,2574412,1101712.0,42.79470418876233,6,39.333333333333336,4,2,21.0,28.0,45.0,53.0,34.0,55.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50,16
352440,Jacareí - SP,SP,São Paulo,SUDESTE,240275,19,19,0.7907605868275933,12646.052631578947,37.59598108350552,249968,75765.0,30.309879664597066,6,39.5,5,1,29.0,30.0,39.0,49.0,30.0,60.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50,16
350650,Birigui - SP,SP,São Paulo,SUDESTE,118979,13,13,1.0926297918120005,9152.23076923077,15.025109700694633,122988,34493.0,28.045825609002506,6,39.666666666666664,4,3,29.0,7.0,25.0,65.0,47.0,65.0,ubs_por_10k_abaixo_de_50pct_media_nacional;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,16
411520,Maringá - PR,PR,Paraná,SUL,409657,42,42,1.0252479513348973,9753.738095238095,54.49335063042606,425983,104963.0,24.64018517170873,6,34.0,5,2,20.0,11.0,33.0,37.0,30.0,73.0,ubs_por_10k_abaixo_de_50pct_media_nacional;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50,14
221100,Teresina - PI,PI,Piauí,NORDESTE,866300,98,95,1.1312478356227635,8839.795918367347,106.05409806530363,902644,386274.0,42.793615201563405,6,35.333333333333336,5,2,19.0,21.0,35.0,43.0,30.0,64.0,ubs_por_10k_abaixo_de_50pct_media_nacional;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50,14
150506,Novo Repartimento - PA,PA,Pará,NORTE,60732,1,1,0.16465784100638872,60732.0,13.3052216134157,63754,34153.0,53.569972080183206,6,37.166666666666664,4,2,13.0,8.0,30.0,59.0,32.0,81.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_entre_50_70pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50,14
330320,Nilópolis - RJ,RJ,Rio de Janeiro,SUDESTE,146774,17,16,1.1582432855955416,8633.764705882353,17.572129965874264,155544,33547.0,21.567530730854294,6,39.0,4,2,31.0,22.0,47.0,50.0,10.0,74.0,ubs_por_10k_abaixo_de_50pct_media_nacional;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50,14
421650,São Joaquim - SC,SC,Santa Catarina,SUL,25939,3,3,1.1565596206484445,8646.333333333334,3.109845607429194,26852,7792.0,29.018322657530167,6,39.666666666666664,4,2,27.0,17.0,40.0,54.0,32.0,68.0,ubs_por_10k_abaixo_de_50pct_media_nacional;vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50,14
354990,São José dos Campos - SP,SP,São Paulo,SUDESTE,697054,40,40,0.573843633348349,17426.35,124.18876286830445,724756,202569.0,27.94995833080375,6,40.5,5,3,24.0,21.0,39.0,49.0,28.0,82.0,ubs_por_10k_abaixo_de_50pct_media_nacional;mais_de_10k_habitantes_por_ubs;vinculo_aps_abaixo_50pct;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,14
330130,Casimiro de Abreu - RJ,RJ,Rio de Janeiro,SUDESTE,46110,13,13,2.8193450444589025,3546.923076923077,0.0,48563,21151.0,43.553734324485724,6,12.166666666666666,6,5,27.0,0.0,2.0,8.0,3.0,33.0,vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,13
354410,Rio Grande da Serra - SP,SP,São Paulo,SUDESTE,44170,8,8,1.811184061580258,5521.25,2.4040973237267256,45317,11304.0,24.94428139550279,6,15.333333333333334,6,5,6.0,2.0,6.0,17.0,18.0,43.0,vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,13
350860,Cachoeira Paulista - SP,SP,São Paulo,SUDESTE,31564,13,12,4.118616144975288,2428.0,0.0,32482,12163.0,37.445354350101596,6,16.666666666666668,6,5,16.0,2.0,19.0,41.0,16.0,6.0,vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,13
330490,São Gonçalo - RJ,RJ,Rio de Janeiro,SUDESTE,896744,131,126,1.4608405520416083,6845.374045801526,80.22508151387814,960652,297099.0,30.926808042870885,6,18.166666666666668,6,4,14.0,8.0,12.0,31.0,14.0,30.0,vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,13
352000,Igaraçu do Tietê - SP,SP,São Paulo,SUDESTE,23106,4,4,1.7311520817103783,5776.5,1.4425418329642223,23430,8396.0,35.834400341442596,6,18.166666666666668,5,5,17.0,10.0,3.0,4.0,5.0,70.0,vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,13
316250,São João del Rei - MG,MG,Minas Gerais,SUDESTE,90225,24,24,2.660016625103907,3759.375,0.0,94062,27852.0,29.61025706448938,6,18.333333333333332,5,5,14.0,2.0,8.0,17.0,10.0,59.0,vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,13
316070,Santos Dumont - MG,MG,Minas Gerais,SUDESTE,42406,20,20,4.716313729189266,2120.3,0.0,43392,15003.0,34.57549778761062,6,19.666666666666668,5,5,17.0,4.0,10.0,18.0,13.0,56.0,vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,13
312410,Esmeraldas - MG,MG,Minas Gerais,SUDESTE,85598,17,17,1.9860277109278255,5035.176470588235,3.1623256218329217,91573,18166.0,19.83772509364114,6,20.333333333333332,6,4,15.0,12.0,6.0,48.0,5.0,36.0,vinculo_aps_abaixo_50pct;media_indicadores_previne_abaixo_40;quatro_ou_mais_indicadores_abaixo_50;tres_ou_mais_indicadores_abaixo_30,13
